"","number","contractName","name","address","banking","bonus","status","lastUpdate","connected","overflow","shape","position.latitude","position.longitude","totalStands.capacity","totalStands.availabilities.bikes","totalStands.availabilities.stands","totalStands.availabilities.mechanicalBikes","totalStands.availabilities.electricalBikes","totalStands.availabilities.electricalInternalBatteryBikes","totalStands.availabilities.electricalRemovableBatteryBikes","mainStands.capacity","mainStands.availabilities.bikes","mainStands.availabilities.stands","mainStands.availabilities.mechanicalBikes","mainStands.availabilities.electricalBikes","mainStands.availabilities.electricalInternalBatteryBikes","mainStands.availabilities.electricalRemovableBatteryBikes","overflowStands.capacity","overflowStands.availabilities.bikes","overflowStands.availabilities.stands","overflowStands.availabilities.mechanicalBikes","overflowStands.availabilities.electricalBikes","overflowStands.availabilities.electricalInternalBatteryBikes","overflowStands.availabilities.electricalRemovableBatteryBikes","region"
"206",3067,"lyon","3067 - HACHETTE","6 RUE JEAN RENOIR",FALSE,FALSE,"OPEN","2023-10-06T11:48:11Z",TRUE,FALSE,NA,45.752907,4.863923,15,4,11,1,3,0,3,15,4,11,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69009"
"207",7055,"lyon","7055 - SERVANT / JABOULAY","23 RUE RENAN",FALSE,FALSE,"OPEN","2023-10-06T11:49:37Z",TRUE,FALSE,NA,45.746779,4.842051,16,0,16,0,0,0,0,16,0,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69008"
"208",17002,"lyon","17002 - ST FONS - 4 CHEMINS","",TRUE,FALSE,"OPEN","2023-10-06T11:49:27Z",TRUE,FALSE,NA,45.708561,4.854821,11,4,7,1,3,0,3,11,4,7,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69007"
"209",5002,"lyon","5002 - PLACE DES COMPAGNONS DE LA CHANSON","Angle rue des Aqueducs",FALSE,TRUE,"OPEN","2023-10-06T11:45:35Z",TRUE,FALSE,NA,45.756535,4.796616,18,2,16,2,0,0,0,18,2,16,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69003"
"210",10084,"lyon","10084 - DOUA / AVENUE DES ARTS","84 avenue des Arts",TRUE,FALSE,"OPEN","2023-10-06T11:48:21Z",TRUE,FALSE,NA,45.783533,4.871294,30,28,1,14,15,0,15,30,28,1,14,15,0,15,NA,NA,NA,NA,NA,NA,NA,"69008"
"211",9042,"lyon","9042 - VAISE DOCKS","39 rue des Docks Lyon 9",FALSE,FALSE,"OPEN","2023-10-06T11:46:49Z",TRUE,FALSE,NA,45.786533,4.811446,19,11,8,6,5,0,5,19,11,8,6,5,0,5,NA,NA,NA,NA,NA,NA,NA,"69002"
"212",7013,"lyon","7013 - HALLE TONY GARNIER","93–131 Avenue Tony Garnier 69007 Lyon",TRUE,FALSE,"OPEN","2023-10-06T11:49:57Z",TRUE,FALSE,NA,45.730786,4.823733,20,15,5,9,6,0,6,20,15,5,9,6,0,6,NA,NA,NA,NA,NA,NA,NA,"69100"
"213",14003,"lyon","14003 - BRON - PLACE CURIAL","",FALSE,FALSE,"OPEN","2023-10-06T11:48:56Z",TRUE,FALSE,NA,45.736633,4.917009,25,7,18,4,3,0,3,25,7,18,4,3,0,3,NA,NA,NA,NA,NA,NA,NA," 69500"
"214",11003,"lyon","11003 - CALUIRE - LA ROCHETTE","Quai Gillet au  niveau de la place de la Rochette. Caluire et Cuire.",FALSE,FALSE,"OPEN","2023-10-06T11:48:29Z",TRUE,FALSE,NA,45.791748,4.823595,20,6,14,3,3,0,3,20,6,14,3,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69002"
"215",3039,"lyon","3039 - PLACE BIR-HAKEIM","Au niveau de la rue Duvivier",FALSE,FALSE,"OPEN","2023-10-06T11:50:02Z",TRUE,FALSE,NA,45.752553,4.855756,19,5,14,5,0,0,0,19,5,14,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69001"
"216",10023,"lyon","10023 - JAURES SAINT EXUPERY","",FALSE,FALSE,"OPEN","2023-10-06T11:48:50Z",TRUE,FALSE,NA,45.757646,4.883377,25,3,21,1,3,0,3,25,3,21,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69002"
"217",3053,"lyon","3053 - GAMBETTA / JUSSERAND","Angle cours Gambetta",TRUE,FALSE,"OPEN","2023-10-06T11:49:34Z",TRUE,FALSE,NA,45.751123,4.855604,13,5,8,3,2,0,2,13,5,8,3,2,0,2,NA,NA,NA,NA,NA,NA,NA,"69600"
"218",2040,"lyon","2040 - ST ANTOINE / GRENETTE","12 QUAI ST AINTOINE",FALSE,FALSE,"OPEN","2023-10-06T11:47:01Z",TRUE,FALSE,NA,45.7633761875017,4.83212534541183,23,0,23,0,0,0,0,23,0,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69002"
"219",20002,"lyon","20002 - OULLINS - MAIRIE","",TRUE,FALSE,"OPEN","2023-10-06T11:44:18Z",TRUE,FALSE,NA,45.714039,4.806642,18,2,16,1,1,0,1,18,2,16,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,"69003"
"220",2024,"lyon","2024 - RÉPUBLIQUE / MAUPIN","Entre Herriot et République",FALSE,FALSE,"OPEN","2023-10-06T11:49:51Z",TRUE,FALSE,NA,45.758733,4.834136,25,24,1,11,13,0,13,25,24,1,11,13,0,13,NA,NA,NA,NA,NA,NA,NA,"69100"
"221",1035,"lyon","1035 - QUAI LASSAGNE","3 QUAI ANDRE LASSAGNE",TRUE,FALSE,"OPEN","2023-10-06T11:49:09Z",TRUE,FALSE,NA,45.772191,4.837917,16,0,16,0,0,0,0,16,0,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69001"
"222",2014,"lyon","2014 - JACOBINS","3 RUE JEAN DE TOURNES",TRUE,FALSE,"OPEN","2023-10-06T11:48:06Z",TRUE,FALSE,NA,45.760762,4.834305,26,4,22,4,0,0,0,26,4,22,4,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69002"
"223",6037,"lyon","6037 - CITÉ INTERNATIONALE / INTERPOL","Allée A. Lignon",TRUE,FALSE,"OPEN","2023-10-06T11:49:35Z",TRUE,FALSE,NA,45.782287,4.849378,27,14,13,10,4,0,4,27,14,13,10,4,0,4,NA,NA,NA,NA,NA,NA,NA," 69006"
"224",10083,"lyon","10083 - CHATEAU GAILLARD / BIENVENUS","2 RUE DES BIENVENUS",FALSE,FALSE,"OPEN","2023-10-06T11:40:21Z",TRUE,FALSE,NA,45.777873,4.884238,15,2,12,2,1,0,1,15,2,12,2,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69100"
"225",2017,"lyon","2017 - RÉPUBLIQUE / FERRANDIÈRE","Rue de la République",TRUE,FALSE,"OPEN","2023-10-06T11:49:49Z",TRUE,FALSE,NA,45.762184,4.836023,25,17,8,10,7,0,7,25,17,8,10,7,0,7,NA,NA,NA,NA,NA,NA,NA," 69002"
"226",8057,"lyon","8057 - VIENNE / MONTAGNY","184 ROUTE DE VIENNE",FALSE,FALSE,"OPEN","2023-10-06T11:50:01Z",TRUE,FALSE,NA,45.732483,4.853406,20,13,7,7,6,0,6,20,13,7,7,6,0,6,NA,NA,NA,NA,NA,NA,NA,"69100"
"227",3051,"lyon","3051 - PLACE HENRI","Angle rue Docteur Long/av. Lacassagne",FALSE,FALSE,"OPEN","2023-10-06T11:45:04Z",TRUE,FALSE,NA,45.748193,4.880641,13,2,11,0,2,0,2,13,2,11,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,"69005"
"228",7014,"lyon","7014 - MARSEILLE / FÉLISSENT","Rue Felissent, angle rue de Marseille",TRUE,FALSE,"OPEN","2023-10-06T11:46:52Z",TRUE,FALSE,NA,45.752989,4.841417,30,27,3,8,19,0,19,30,27,3,8,19,0,19,NA,NA,NA,NA,NA,NA,NA," 69007"
"229",8007,"lyon","8007 - FRÈRES LUMIÈRE","Angle rue Villon",TRUE,FALSE,"OPEN","2023-10-06T11:48:12Z",TRUE,FALSE,NA,45.745018,4.866424,15,6,7,4,3,0,3,15,6,7,4,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69007"
"230",9006,"lyon","9006 - THÉÂTRE NOUVELLE GÉNÉRATION","Rue Tissot / angle rue de Bourgogne",TRUE,FALSE,"OPEN","2023-10-06T11:46:50Z",TRUE,FALSE,NA,45.777287,4.803297,16,2,14,0,2,0,2,16,2,14,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,"69003"
"231",10032,"lyon","10032 - PRIMAT / DECORPS","Rue Antoine Primat/Angle rue Decorps",FALSE,FALSE,"OPEN","2023-10-06T11:48:49Z",TRUE,FALSE,NA,45.757173,4.89998,13,9,4,8,1,0,1,13,9,4,8,1,0,1,NA,NA,NA,NA,NA,NA,NA,"69008"
"232",8021,"lyon","8021 - PAUL SANTY","Place Général André - Face au 126 avenue Paul Santy",FALSE,FALSE,"OPEN","2023-10-06T11:47:10Z",TRUE,FALSE,NA,45.728542,4.877279,16,0,16,0,0,0,0,16,0,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69008"
"233",2001,"lyon","2001 - BELLECOUR / RÉPUBLIQUE","Angle République / rue de la Barre",TRUE,FALSE,"OPEN","2023-10-06T11:49:34Z",TRUE,FALSE,NA,45.758,4.834594,18,18,0,13,5,0,5,18,18,0,13,5,0,5,NA,NA,NA,NA,NA,NA,NA,"69008"
"234",2028,"lyon","2028 - SAINTE-BLANDINE","Face station tram Ste Blandine",FALSE,FALSE,"OPEN","2023-10-06T11:45:56Z",TRUE,FALSE,NA,45.744438,4.822152,16,2,14,2,0,0,0,16,2,14,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69100"
"235",2006,"lyon","2006 - PLACE DE L'HIPPODROME","Angle cours Charlemagne",TRUE,FALSE,"OPEN","2023-10-06T11:49:17Z",TRUE,FALSE,NA,45.745528,4.82359,24,7,17,2,5,0,5,24,7,17,2,5,0,5,NA,NA,NA,NA,NA,NA,NA,"69003"
"236",3021,"lyon","3021 - PLACE DE LA FERRANDIÈRE","Intersection Ferrandière/Jasseron",FALSE,FALSE,"OPEN","2023-10-06T11:44:46Z",TRUE,FALSE,NA,45.759488,4.869346,20,0,19,1,0,0,0,20,0,19,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69008"
"237",8059,"lyon","8059 - LAENNEC / PINEL","173 BVD PINEL (BRON)",FALSE,FALSE,"OPEN","2023-10-06T11:41:17Z",TRUE,FALSE,NA,45.735375,4.88954,15,0,15,0,0,0,0,15,0,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69003"
"238",1003,"lyon","1003 - PLACE SATHONAY","6 PLACE SATHONAY",TRUE,FALSE,"OPEN","2023-10-06T11:47:20Z",TRUE,FALSE,NA,45.769289,4.830127,22,0,21,0,0,0,0,22,0,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69009"
"239",2009,"lyon","2009 - CONFLUENCE / DOCKS","Sur l'esplanade entre la rue Hrant Dink et le 40 quai Rambaud",TRUE,FALSE,"OPEN","2023-10-06T11:49:40Z",TRUE,FALSE,NA,45.739652,4.814984,26,9,17,7,2,0,2,26,9,17,7,2,0,2,NA,NA,NA,NA,NA,NA,NA,"69007"
"240",2011,"lyon","2011 - SALA / RUE DU PLAT","Face à la faculté catholique",FALSE,FALSE,"OPEN","2023-10-06T11:49:03Z",TRUE,FALSE,NA,45.756813,4.828342,14,4,10,2,2,0,2,14,4,10,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,"69004"
"241",1001,"lyon","1001 - TERREAUX / TERME","Angle rue d'Algérie",FALSE,FALSE,"OPEN","2023-10-06T11:46:36Z",TRUE,FALSE,NA,45.767736,4.832114,16,13,2,12,2,0,2,16,13,2,12,2,0,2,NA,NA,NA,NA,NA,NA,NA,"69002"
"242",1016,"lyon","1016 - PÊCHERIE","Rue de la Platière - Angle quai de la Pêcherie",FALSE,FALSE,"OPEN","2023-10-06T11:46:02Z",TRUE,FALSE,NA,45.765944,4.831089,17,0,17,0,0,0,0,17,0,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69001"
"243",7056,"lyon","7056 - PLACE RASPAIL","4 PLACE RASPAIL",TRUE,FALSE,"OPEN","2023-10-06T11:48:57Z",TRUE,FALSE,NA,45.755783,4.840745,22,9,13,5,4,0,4,22,9,13,5,4,0,4,NA,NA,NA,NA,NA,NA,NA,"69006"
"244",10103,"lyon","10103 - DOUA / RUE DES SPORTS","103 ave des Arts / rue des Sports",FALSE,FALSE,"OPEN","2023-10-06T11:47:10Z",TRUE,FALSE,NA,45.784526,4.877482,30,28,2,17,11,0,11,30,28,2,17,11,0,11,NA,NA,NA,NA,NA,NA,NA,"69001"
"245",10080,"lyon","10080 - VAILLANT / PERRONCEL","96 RUE ALEXIS PERRONCEL (VILLEURBANNE)",FALSE,FALSE,"OPEN","2023-10-06T11:49:22Z",TRUE,FALSE,NA,45.775409,4.880261,17,3,14,2,1,0,1,17,3,14,2,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69100"
"246",5032,"lyon","5032 - MÉNIVAL / EISENHOWER","",FALSE,FALSE,"OPEN","2023-10-06T11:48:17Z",TRUE,FALSE,NA,45.756757,4.783206,12,2,10,2,0,0,0,12,2,10,2,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69005"
"247",3070,"lyon","3070 - REBATEL / SAINT-MAXIMIN","",FALSE,FALSE,"OPEN","2023-10-06T11:45:59Z",TRUE,FALSE,NA,45.747835,4.872261,30,0,30,0,0,0,0,30,0,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69003"
"248",10074,"lyon","10074 - ZOLA / PASSAGE REY","Cours E. Zola / Angle passage Rey",FALSE,FALSE,"OPEN","2023-10-06T11:49:29Z",TRUE,FALSE,NA,45.770099,4.876728,19,0,17,1,1,0,1,19,0,17,1,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69100"
"249",8015,"lyon","8015 - JEAN XXIII","RUE MARYSE BASTIE",FALSE,FALSE,"OPEN","2023-10-06T11:45:11Z",TRUE,FALSE,NA,45.740324,4.874192,16,15,1,8,7,0,7,16,15,1,8,7,0,7,NA,NA,NA,NA,NA,NA,NA,"69004"
"250",3089,"lyon","3089 - TRARIEUX / LACASSAGNE","221 AV. LACASSAGNE",TRUE,FALSE,"OPEN","2023-10-06T11:49:55Z",TRUE,FALSE,NA,45.745304,4.888964,24,1,23,1,0,0,0,24,1,23,1,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69003"
"251",5055,"lyon","5055 - BUYER / APOLLINAIRE","101 AV. BARTHELEMY BUYER",FALSE,TRUE,"OPEN","2023-10-06T11:44:07Z",TRUE,FALSE,NA,45.762013,4.802751,22,0,21,1,0,0,0,22,0,21,1,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69005"
"252",10048,"lyon","10048 - PLACE MARENGO","52 AV. MARC SANGNIER (VILLEURBANNE)",FALSE,FALSE,"OPEN","2023-10-06T11:49:50Z",TRUE,FALSE,NA,45.759176,4.875958,27,2,24,2,1,0,1,27,2,24,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,"69009"
"253",10115,"lyon","10115 - PLACE D'ESPAGNE / STADE KRUGER","173 AV. PAUL KRUGER (VILLEURBANNE)",TRUE,FALSE,"OPEN","2023-10-06T11:47:29Z",TRUE,FALSE,NA,45.754181,4.90528,22,3,19,0,3,0,3,22,3,19,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69003"
"254",10045,"lyon","10045 - ALSACE ANATOLE FRANCE","",FALSE,FALSE,"OPEN","2023-10-06T11:43:56Z",TRUE,FALSE,NA,45.766921,4.870087,20,0,20,0,0,0,0,20,0,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69003"
"255",3085,"lyon","3085 - SACRE COEUR","66 RUE ANTOINE CHARIAL",TRUE,FALSE,"OPEN","2023-10-06T11:48:56Z",TRUE,FALSE,NA,45.757864,4.868337,16,2,14,2,0,0,0,16,2,14,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69009"
"256",3024,"lyon","3024 - ROCKEFELLER / ESQUIROL","Intersection Rockefeller / Esquirol",FALSE,FALSE,"OPEN","2023-10-06T11:46:45Z",TRUE,FALSE,NA,45.741336,4.885538,19,4,15,1,3,0,3,19,4,15,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69002"
"257",2041,"lyon","2041 - SALA / CHARITÉ","44 RUE SALA",FALSE,FALSE,"OPEN","2023-10-06T11:49:48Z",TRUE,FALSE,NA,45.754468,4.833041,21,13,8,6,7,0,7,21,13,8,6,7,0,7,NA,NA,NA,NA,NA,NA,NA,"69100"
"258",10086,"lyon","10086 - ANATOLE FRANCE","Angle Rue de Préssensé / Flachet",FALSE,FALSE,"OPEN","2023-10-06T11:49:44Z",TRUE,FALSE,NA,45.769837,4.889629,10,7,3,2,5,0,5,10,7,3,2,5,0,5,NA,NA,NA,NA,NA,NA,NA,"69003"
"259",7011,"lyon","7011 - BERTHELOT / GARIBALDI","Rue Garibaldi - Angle avenue Berthelot",TRUE,FALSE,"OPEN","2023-10-06T11:43:34Z",TRUE,FALSE,NA,45.743756,4.847406,15,0,15,0,0,0,0,15,0,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69008"
"260",10117,"lyon","10117 - LA PERRALIÈRE","166 RUE DU QUATRE AOUT (VILLEURBANNE)",FALSE,FALSE,"OPEN","2023-10-06T11:49:40Z",TRUE,FALSE,NA,45.764567,4.892349,22,9,13,3,6,0,6,22,9,13,3,6,0,6,NA,NA,NA,NA,NA,NA,NA," 69100"
"261",9041,"lyon","9041 - CARRET / SÉDALLIAN","10 QUAI PAUL SEDAILLAN",FALSE,FALSE,"OPEN","2023-10-06T11:49:56Z",TRUE,FALSE,NA,45.792478,4.820567,18,8,10,5,3,0,3,18,8,10,5,3,0,3,NA,NA,NA,NA,NA,NA,NA," 69009"
"262",9043,"lyon","9043 - MARIETTON OUEST","",FALSE,FALSE,"OPEN","2023-10-06T11:47:46Z",TRUE,FALSE,NA,45.776087,4.799725,20,10,10,5,5,0,5,20,10,10,5,5,0,5,NA,NA,NA,NA,NA,NA,NA," 69009"
"263",3091,"lyon","3091 - HOPITAL NEUROLOGIQUE","54 BVD PINEL",FALSE,FALSE,"OPEN","2023-10-06T11:44:57Z",TRUE,FALSE,NA,45.748286,4.896975,20,0,10,0,0,0,0,20,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69500"
"264",1024,"lyon","1024 - ROUVILLE","PLACE ROUVILLE",FALSE,FALSE,"OPEN","2023-10-06T11:41:28Z",TRUE,FALSE,NA,45.769684,4.824607,17,0,17,0,0,0,0,17,0,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69001"
"265",10035,"lyon","10035 - BOIRON GRANGER","43 RUE PIERRE BARATIN (VILLEURBANNE)",FALSE,FALSE,"OPEN","2023-10-06T11:45:46Z",TRUE,FALSE,NA,45.763139,4.900492,16,0,16,0,0,0,0,16,0,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69003"
"266",5005,"lyon","5005 - SAINT-PAUL","Près de la gare de St Paul",TRUE,FALSE,"OPEN","2023-10-06T11:49:50Z",TRUE,FALSE,NA,45.766278,4.827425,23,11,12,6,5,0,5,23,11,12,6,5,0,5,NA,NA,NA,NA,NA,NA,NA,"69005"
"267",4041,"lyon","4041 - BOUSSANGES / AUSTERLITZ","25 RUE D'AUSTERLITZ",FALSE,TRUE,"OPEN","2023-10-06T11:46:09Z",TRUE,FALSE,NA,45.775070841112,4.83549930268728,18,0,18,0,0,0,0,18,0,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69003"
"268",6043,"lyon","6043 - CITÉ INTERNATIONALE / CINÉMA","80 QUAI CHARLES DE GAULLE",FALSE,FALSE,"OPEN","2023-10-06T11:46:20Z",TRUE,FALSE,NA,45.784698,4.851896,32,5,27,3,2,0,2,32,5,27,3,2,0,2,NA,NA,NA,NA,NA,NA,NA," 69006"
"269",3088,"lyon","3088 - PLACE GUICHARD","65 RUE MAZENOD",FALSE,FALSE,"OPEN","2023-10-06T11:46:56Z",TRUE,FALSE,NA,45.75882,4.846453,16,1,15,0,1,0,1,16,1,15,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,"69100"
"270",10059,"lyon","10059 - ANATOLE FRANCE / ZOLA","Rue Anatole France",FALSE,FALSE,"OPEN","2023-10-06T11:49:51Z",TRUE,FALSE,NA,45.76884,4.884276,13,3,10,1,2,0,2,13,3,10,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,"69100"
"271",8040,"lyon","8040 - AMBROISE PARÉ","Face au 54 Boulevard Ambroise Paré",TRUE,FALSE,"OPEN","2023-10-06T11:43:51Z",TRUE,FALSE,NA,45.736289,4.883667,24,6,18,5,1,0,1,24,6,18,5,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69008"
"272",9040,"lyon","9040 - PLACE RHODIACETA","1 PLACE DE LA RHODIACETA",FALSE,FALSE,"OPEN","2023-10-06T11:44:34Z",TRUE,FALSE,NA,45.770991,4.807578,12,3,9,0,3,0,3,12,3,9,0,3,0,3,NA,NA,NA,NA,NA,NA,NA," 69009"
"273",6016,"lyon","6016 - VIABERT / THIERS","Angle avenue Thiers",FALSE,FALSE,"OPEN","2023-10-06T11:49:36Z",TRUE,FALSE,NA,45.766032,4.862063,16,7,8,4,4,0,4,16,7,8,4,4,0,4,NA,NA,NA,NA,NA,NA,NA,"69100"
"274",6008,"lyon","6008 - PLACE JULES FERRY","17 PLACE JULES FERRY",TRUE,FALSE,"OPEN","2023-10-06T11:49:23Z",TRUE,FALSE,NA,45.7684,4.858972,20,6,14,5,1,0,1,20,6,14,5,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69006"
"275",2019,"lyon","2019 - SUCRIERE","",TRUE,FALSE,"OPEN","2023-10-06T11:48:27Z",TRUE,FALSE,NA,45.736216,4.815348,20,12,8,7,5,0,5,20,12,8,7,5,0,5,NA,NA,NA,NA,NA,NA,NA," 69002"
"276",5004,"lyon","5004 - SAINT-JEAN","Entre la cathédrale et le funiculaire",TRUE,FALSE,"OPEN","2023-10-06T11:49:54Z",TRUE,FALSE,NA,45.760468,4.826548,39,9,29,2,8,0,8,39,9,29,2,8,0,8,NA,NA,NA,NA,NA,NA,NA," 69005"
"277",10030,"lyon","10030 - GREUZE","126 RUE DU 8 MAI 1945 (VILLEURBANNE)",FALSE,FALSE,"OPEN","2023-10-06T11:48:02Z",TRUE,FALSE,NA,45.773845,4.893851,18,0,18,0,0,0,0,18,0,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69007"
"278",10118,"lyon","10118 - VOYANT / CHAMBFORT","99 RUE PIERRE VOYANT (VILLEURBANNE)",FALSE,FALSE,"OPEN","2023-10-06T11:49:34Z",TRUE,FALSE,NA,45.767194,4.900597,22,17,5,7,10,0,10,22,17,5,7,10,0,10,NA,NA,NA,NA,NA,NA,NA," 69100"
"279",8060,"lyon","8060 - SANTY / BEAUVISAGE","",FALSE,FALSE,"OPEN","2023-10-06T11:41:38Z",TRUE,FALSE,NA,45.731708,4.874205,17,0,16,1,0,0,0,17,0,16,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69007"
"280",1022,"lyon","1022 - PLACE TOLOZAN","Place Tolozan - Angle nord-est de la place",TRUE,FALSE,"OPEN","2023-10-06T11:49:12Z",TRUE,FALSE,NA,45.769508,4.837495,36,9,27,5,4,0,4,36,9,27,5,4,0,4,NA,NA,NA,NA,NA,NA,NA," 69001"
"281",3031,"lyon","3031 - CORNEILLE / SERVIENT","Angle rue Servient",FALSE,FALSE,"OPEN","2023-10-06T11:49:02Z",TRUE,FALSE,NA,45.759906,4.844511,13,8,5,4,4,0,4,13,8,5,4,4,0,4,NA,NA,NA,NA,NA,NA,NA," 69003"
"282",10001,"lyon","10001 - IUT / FEYSSINE","rue de la Technologie",FALSE,FALSE,"OPEN","2023-10-06T11:44:07Z",TRUE,FALSE,NA,45.785632,4.882366,30,29,1,20,9,0,9,30,29,1,20,9,0,9,NA,NA,NA,NA,NA,NA,NA," 69100"
"283",3043,"lyon","3043 - PLACE ROUGET DE L'ISLE","Avenue Lacassagne",TRUE,FALSE,"OPEN","2023-10-06T11:48:44Z",TRUE,FALSE,NA,45.753975,4.867336,16,5,11,4,1,0,1,16,5,11,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,"69002"
"284",6001,"lyon","6001 - GARE DES BROTTEAUX","Place Jules Ferry angle rue Général Brosset face à la gare des Brotteaux",TRUE,FALSE,"OPEN","2023-10-06T11:48:55Z",TRUE,FALSE,NA,45.766893,4.858922,16,13,2,10,4,0,4,16,13,2,10,4,0,4,NA,NA,NA,NA,NA,NA,NA,"69003"
"285",20001,"lyon","20001 - OULLINS - GARE","",TRUE,FALSE,"OPEN","2023-10-06T11:44:19Z",TRUE,FALSE,NA,45.717001,4.814072,40,40,0,7,33,0,33,40,40,0,7,33,0,33,NA,NA,NA,NA,NA,NA,NA,"69003"
"286",10114,"lyon","10114 - BEL AIR / LES BROSSES","2 AV. DU BEL AIR (VILLEURBANNE)",FALSE,FALSE,"OPEN","2023-10-06T11:44:50Z",TRUE,FALSE,NA,45.757931,4.910776,20,9,11,6,3,0,3,20,9,11,6,3,0,3,NA,NA,NA,NA,NA,NA,NA," 69100"
"287",4008,"lyon","4008 - CLOS SAVARON","",FALSE,TRUE,"OPEN","2023-10-06T11:45:10Z",TRUE,FALSE,NA,45.782631,4.825576,20,0,20,0,0,0,0,20,0,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA," 69004"
"288",10071,"lyon","10071 - LYCÉE MARIE CURIE","64 BVD EUGENE REGUILLON (VILLEURBANNE)",FALSE,FALSE,"OPEN","2023-10-06T11:43:40Z",TRUE,FALSE,NA,45.761532,4.895763,15,0,15,0,0,0,0,15,0,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69100"
"289",10038,"lyon","10038 - CONDORCET","Bvd 11 Nov./prox. arret tram Condorcet",TRUE,FALSE,"OPEN","2023-10-06T11:49:29Z",TRUE,FALSE,NA,45.779062,4.866874,23,10,13,6,4,0,4,23,10,13,6,4,0,4,NA,NA,NA,NA,NA,NA,NA," 69100"
"290",10060,"lyon","10060 - SAINT EXUPÉRY","Avenue Antoine Saint Exupery",FALSE,FALSE,"OPEN","2023-10-06T11:45:55Z",TRUE,FALSE,NA,45.758874,4.878683,15,3,12,0,3,0,3,15,3,12,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,"69100"
"291",4005,"lyon","4005 - PLACE BERTONE","Rue du Chariot d'Or",FALSE,TRUE,"OPEN","2023-10-06T11:47:39Z",TRUE,FALSE,NA,45.77762,4.83453,12,0,11,0,1,0,1,12,0,11,0,1,0,1,NA,NA,NA,NA,NA,NA,NA," 69004"
"292",7031,"lyon","7031 - JAURÈS / GERLAND","42 Rue de Gerland 69007 Lyon",FALSE,FALSE,"OPEN","2023-10-06T11:49:30Z",TRUE,FALSE,NA,45.739827,4.840308,20,16,4,2,14,0,14,20,16,4,2,14,0,14,NA,NA,NA,NA,NA,NA,NA,"69006"
"293",9050,"lyon","9050 - ALLEE DE L'EUROPE","AVENUE DU PLATEAU",FALSE,TRUE,"OPEN","2023-10-06T11:46:31Z",TRUE,FALSE,NA,45.783698,4.794485,12,0,12,0,0,0,0,12,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"69100"
"294",10087,"lyon","10087 - BARATIN","Face au 115 rue Pierre Baratin",TRUE,FALSE,"OPEN","2023-10-06T11:49:26Z",TRUE,FALSE,NA,45.760603,4.900702,12,1,11,0,1,0,1,12,1,11,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,"69009"
